entry,at,order
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (13.73) | #3 ""DeezLouiz @ AkoTA5kmtN"" (12.01) | #4 ""Los @ ZxB8Ml7CpM"" (10.35) | #7 ""Zaleu @ sN5xMfD2pb"" (8.22) | #10 ""Henry @ eJe4ehUK15"" (15.69)",2025-01-28T05:46:49.603Z,173804320960301
"-- starting hand #116 (id: 80wb6igwrpzp)  (No Limit Texas Hold'em) (dealer: ""Zaleu @ sN5xMfD2pb"") --",2025-01-28T05:46:49.603Z,173804320960300
"""Misha @ Kvjues6h6A"" shows a 3♦, J♥.",2025-01-28T05:46:43.848Z,173804320384800
"-- ending hand #115 --",2025-01-28T05:46:43.090Z,173804320309003
"""DeezLouiz @ AkoTA5kmtN"" shows a 8♣, 7♦.",2025-01-28T05:46:43.090Z,173804320309002
"""Henry @ eJe4ehUK15"" collected 2.38 from pot with Two Pair, A's & 3's (combination: A♥, A♣, 3♥, 3♠, Q♣)",2025-01-28T05:46:43.090Z,173804320309001
"""Henry @ eJe4ehUK15"" shows a 6♠, A♥.",2025-01-28T05:46:43.090Z,173804320309000
"""Henry @ eJe4ehUK15"" calls 0.38",2025-01-28T05:46:42.260Z,173804320226000
"""DeezLouiz @ AkoTA5kmtN"" bets 0.38",2025-01-28T05:46:39.148Z,173804319914800
"""Henry @ eJe4ehUK15"" checks",2025-01-28T05:46:20.577Z,173804318057700
"River: 3♥, 3♠, Q♣, A♣ [J♣]",2025-01-28T05:46:17.510Z,173804317751000
"""Henry @ eJe4ehUK15"" calls 0.51",2025-01-28T05:46:16.685Z,173804317668500
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T05:46:14.289Z,173804317428900
"""DeezLouiz @ AkoTA5kmtN"" raises to 0.51",2025-01-28T05:46:13.410Z,173804317341000
"""Henry @ eJe4ehUK15"" bets 0.20",2025-01-28T05:46:10.164Z,173804317016400
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T05:46:05.046Z,173804316504600
"Turn: 3♥, 3♠, Q♣ [A♣]",2025-01-28T05:46:03.766Z,173804316376600
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T05:46:02.928Z,173804316292800
"""Henry @ eJe4ehUK15"" checks",2025-01-28T05:46:01.651Z,173804316165100
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T05:46:00.193Z,173804316019300
"Flop:  [3♥, 3♠, Q♣]",2025-01-28T05:45:58.264Z,173804315826400
"""Henry @ eJe4ehUK15"" calls 0.20",2025-01-28T05:45:57.424Z,173804315742400
"""Zaleu @ sN5xMfD2pb"" calls 0.20",2025-01-28T05:45:56.488Z,173804315648800
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T05:45:54.661Z,173804315466100
"""DeezLouiz @ AkoTA5kmtN"" raises to 0.20",2025-01-28T05:45:53.036Z,173804315303600
"""Misha @ Kvjues6h6A"" folds",2025-01-28T05:45:50.090Z,173804315009000
"""Henry @ eJe4ehUK15"" posts a big blind of 0.10",2025-01-28T05:45:47.963Z,173804314796308
"""Zaleu @ sN5xMfD2pb"" posts a small blind of 0.05",2025-01-28T05:45:47.963Z,173804314796307
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (13.73) | #3 ""DeezLouiz @ AkoTA5kmtN"" (13.10) | #4 ""Los @ ZxB8Ml7CpM"" (10.35) | #7 ""Zaleu @ sN5xMfD2pb"" (8.42) | #10 ""Henry @ eJe4ehUK15"" (14.40)",2025-01-28T05:45:47.963Z,173804314796301
"-- starting hand #115 (id: ltooyatv6d7d)  (No Limit Texas Hold'em) (dealer: ""Los @ ZxB8Ml7CpM"") --",2025-01-28T05:45:47.963Z,173804314796300
"""Henry @ eJe4ehUK15"" shows a Q♦, J♦.",2025-01-28T05:45:46.524Z,173804314652400
"-- ending hand #114 --",2025-01-28T05:45:44.314Z,173804314431402
"""Henry @ eJe4ehUK15"" collected 1.35 from pot",2025-01-28T05:45:44.314Z,173804314431401
"Uncalled bet of 0.30 returned to ""Henry @ eJe4ehUK15""",2025-01-28T05:45:44.314Z,173804314431400
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T05:45:43.456Z,173804314345600
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T05:45:42.568Z,173804314256800
"""Henry @ eJe4ehUK15"" raises to 0.50",2025-01-28T05:45:40.435Z,173804314043500
"""Zaleu @ sN5xMfD2pb"" bets 0.20",2025-01-28T05:45:37.292Z,173804313729200
"Flop:  [5♣, 2♦, Q♥]",2025-01-28T05:45:29.430Z,173804312943000
"""Zaleu @ sN5xMfD2pb"" calls 0.30",2025-01-28T05:45:28.576Z,173804312857600
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T05:45:27.612Z,173804312761200
"""DeezLouiz @ AkoTA5kmtN"" calls 0.30",2025-01-28T05:45:26.717Z,173804312671700
"""Misha @ Kvjues6h6A"" folds",2025-01-28T05:45:25.834Z,173804312583400
"""Henry @ eJe4ehUK15"" raises to 0.30",2025-01-28T05:45:24.820Z,173804312482000
"""Zaleu @ sN5xMfD2pb"" posts a big blind of 0.10",2025-01-28T05:45:20.876Z,173804312087608
"""Los @ ZxB8Ml7CpM"" posts a small blind of 0.05",2025-01-28T05:45:20.876Z,173804312087607
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (13.73) | #3 ""DeezLouiz @ AkoTA5kmtN"" (13.40) | #4 ""Los @ ZxB8Ml7CpM"" (10.40) | #7 ""Zaleu @ sN5xMfD2pb"" (8.92) | #10 ""Henry @ eJe4ehUK15"" (13.55)",2025-01-28T05:45:20.876Z,173804312087601
"-- starting hand #114 (id: dopd04dsqjmm)  (No Limit Texas Hold'em) (dealer: ""DeezLouiz @ AkoTA5kmtN"") --",2025-01-28T05:45:20.876Z,173804312087600
"-- ending hand #113 --",2025-01-28T05:45:17.952Z,173804311795202
"""Los @ ZxB8Ml7CpM"" collected 1.00 from pot",2025-01-28T05:45:17.952Z,173804311795201
"Uncalled bet of 1.00 returned to ""Los @ ZxB8Ml7CpM""",2025-01-28T05:45:17.952Z,173804311795200
"""Misha @ Kvjues6h6A"" folds",2025-01-28T05:45:17.120Z,173804311712000
"""Los @ ZxB8Ml7CpM"" bets 1.00",2025-01-28T05:45:16.036Z,173804311603600
"Turn: 10♦, 4♠, 9♠ [Q♥]",2025-01-28T05:45:13.537Z,173804311353700
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T05:45:12.689Z,173804311268900
"""Misha @ Kvjues6h6A"" calls 0.25",2025-01-28T05:45:11.177Z,173804311117700
"""Henry @ eJe4ehUK15"" folds",2025-01-28T05:45:10.280Z,173804311028000
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T05:45:09.379Z,173804310937900
"""Los @ ZxB8Ml7CpM"" bets 0.25",2025-01-28T05:45:08.362Z,173804310836200
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T05:45:06.530Z,173804310653000
"Flop:  [10♦, 4♠, 9♠]",2025-01-28T05:45:02.556Z,173804310255600
"""Los @ ZxB8Ml7CpM"" checks",2025-01-28T05:45:01.713Z,173804310171300
"""DeezLouiz @ AkoTA5kmtN"" calls 0.10",2025-01-28T05:45:00.436Z,173804310043600
"""Misha @ Kvjues6h6A"" calls 0.10",2025-01-28T05:44:57.564Z,173804309756400
"""Henry @ eJe4ehUK15"" calls 0.10",2025-01-28T05:44:55.442Z,173804309544200
"""Zaleu @ sN5xMfD2pb"" calls 0.10",2025-01-28T05:44:53.592Z,173804309359200
"""Los @ ZxB8Ml7CpM"" posts a big blind of 0.10",2025-01-28T05:44:50.437Z,173804309043708
"""DeezLouiz @ AkoTA5kmtN"" posts a small blind of 0.05",2025-01-28T05:44:50.437Z,173804309043707
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (14.08) | #3 ""DeezLouiz @ AkoTA5kmtN"" (13.50) | #4 ""Los @ ZxB8Ml7CpM"" (9.75) | #7 ""Zaleu @ sN5xMfD2pb"" (9.02) | #10 ""Henry @ eJe4ehUK15"" (13.65)",2025-01-28T05:44:50.437Z,173804309043701
"-- starting hand #113 (id: yaivkt96kedb)  (No Limit Texas Hold'em) (dealer: ""Misha @ Kvjues6h6A"") --",2025-01-28T05:44:50.437Z,173804309043700
"""DeezLouiz @ AkoTA5kmtN"" shows a 10♦, 6♦.",2025-01-28T05:44:45.638Z,173804308563800
"""Los @ ZxB8Ml7CpM"" shows a 6♠.",2025-01-28T05:44:45.581Z,173804308558100
"""Misha @ Kvjues6h6A"" shows a 9♠.",2025-01-28T05:44:44.153Z,173804308415300
"-- ending hand #112 --",2025-01-28T05:44:42.900Z,173804308290002
"""Zaleu @ sN5xMfD2pb"" collected 1.37 from pot with Pair, K's (combination: K♣, K♠, A♠, Q♠, J♠)",2025-01-28T05:44:42.900Z,173804308290001
"""Zaleu @ sN5xMfD2pb"" shows a 5♦, K♣.",2025-01-28T05:44:42.900Z,173804308290000
"""Henry @ eJe4ehUK15"" checks",2025-01-28T05:44:42.076Z,173804308207600
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T05:44:39.945Z,173804307994500
"River: Q♠, A♠, 9♥, J♠ [K♠]",2025-01-28T05:44:28.998Z,173804306899800
"""Henry @ eJe4ehUK15"" calls 0.34",2025-01-28T05:44:28.111Z,173804306811100
"""Zaleu @ sN5xMfD2pb"" bets 0.34",2025-01-28T05:44:26.468Z,173804306646800
"Turn: Q♠, A♠, 9♥ [J♠]",2025-01-28T05:44:20.258Z,173804306025800
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T05:44:19.410Z,173804305941000
"""Henry @ eJe4ehUK15"" calls 0.17",2025-01-28T05:44:18.391Z,173804305839100
"""Zaleu @ sN5xMfD2pb"" bets 0.17",2025-01-28T05:44:16.821Z,173804305682100
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T05:44:14.004Z,173804305400400
"Flop:  [Q♠, A♠, 9♥]",2025-01-28T05:44:10.245Z,173804305024500
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T05:44:09.390Z,173804304939000
"""Misha @ Kvjues6h6A"" folds",2025-01-28T05:44:08.517Z,173804304851700
"""Henry @ eJe4ehUK15"" calls 0.10",2025-01-28T05:44:06.902Z,173804304690200
"""Zaleu @ sN5xMfD2pb"" calls 0.10",2025-01-28T05:44:05.117Z,173804304511700
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T05:44:04.221Z,173804304422100
"""DeezLouiz @ AkoTA5kmtN"" posts a big blind of 0.10",2025-01-28T05:44:01.281Z,173804304128108
"""Misha @ Kvjues6h6A"" posts a small blind of 0.05",2025-01-28T05:44:01.281Z,173804304128107
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (14.13) | #3 ""DeezLouiz @ AkoTA5kmtN"" (13.60) | #4 ""Los @ ZxB8Ml7CpM"" (9.75) | #7 ""Zaleu @ sN5xMfD2pb"" (8.26) | #10 ""Henry @ eJe4ehUK15"" (14.26)",2025-01-28T05:44:01.281Z,173804304128101
"-- starting hand #112 (id: 7os0frh6dkug)  (No Limit Texas Hold'em) (dealer: ""Henry @ eJe4ehUK15"") --",2025-01-28T05:44:01.281Z,173804304128100
"""Henry @ eJe4ehUK15"" shows a 6♥, 8♦.",2025-01-28T05:43:57.493Z,173804303749300
"""Los @ ZxB8Ml7CpM"" shows a 5♦, 4♠.",2025-01-28T05:43:57.051Z,173804303705100
"""Misha @ Kvjues6h6A"" shows a 6♠, 8♣.",2025-01-28T05:43:56.515Z,173804303651500
"-- ending hand #111 --",2025-01-28T05:43:56.226Z,173804303622602
"""Henry @ eJe4ehUK15"" collected 3.30 from pot",2025-01-28T05:43:56.226Z,173804303622601
"Uncalled bet of 1.00 returned to ""Henry @ eJe4ehUK15""",2025-01-28T05:43:56.226Z,173804303622600
"""Misha @ Kvjues6h6A"" folds",2025-01-28T05:43:55.400Z,173804303540000
"""Henry @ eJe4ehUK15"" bets 1.00",2025-01-28T05:43:54.034Z,173804303403400
"Turn: 7♥, 5♥, 4♥ [J♥]",2025-01-28T05:43:43.672Z,173804302367200
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T05:43:42.862Z,173804302286200
"""Misha @ Kvjues6h6A"" calls 1.50",2025-01-28T05:43:41.957Z,173804302195700
"""Henry @ eJe4ehUK15"" bets 1.50",2025-01-28T05:43:39.998Z,173804301999800
"Flop:  [7♥, 5♥, 4♥]",2025-01-28T05:43:30.823Z,173804301082300
"""Misha @ Kvjues6h6A"" checks",2025-01-28T05:43:29.982Z,173804300998200
"""Henry @ eJe4ehUK15"" calls 0.10",2025-01-28T05:43:28.902Z,173804300890200
"""Zaleu @ sN5xMfD2pb"" calls 0.10",2025-01-28T05:43:27.356Z,173804300735600
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T05:43:25.652Z,173804300565200
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T05:43:24.741Z,173804300474100
"""Misha @ Kvjues6h6A"" posts a big blind of 0.10",2025-01-28T05:43:22.398Z,173804300239808
"""Henry @ eJe4ehUK15"" posts a small blind of 0.05",2025-01-28T05:43:22.398Z,173804300239807
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (15.73) | #3 ""DeezLouiz @ AkoTA5kmtN"" (13.60) | #4 ""Los @ ZxB8Ml7CpM"" (9.75) | #7 ""Zaleu @ sN5xMfD2pb"" (8.36) | #10 ""Henry @ eJe4ehUK15"" (12.56)",2025-01-28T05:43:22.398Z,173804300239801
"-- starting hand #111 (id: xmov15q7izyd)  (No Limit Texas Hold'em) (dealer: ""Zaleu @ sN5xMfD2pb"") --",2025-01-28T05:43:22.398Z,173804300239800
"""Zaleu @ sN5xMfD2pb"" shows a J♣, 7♦.",2025-01-28T05:43:19.515Z,173804299951500
"-- ending hand #110 --",2025-01-28T05:43:18.731Z,173804299873102
"""Zaleu @ sN5xMfD2pb"" collected 0.20 from pot",2025-01-28T05:43:18.731Z,173804299873101
"Uncalled bet of 1.00 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T05:43:18.731Z,173804299873100
"""Henry @ eJe4ehUK15"" folds",2025-01-28T05:43:17.851Z,173804299785100
"""Zaleu @ sN5xMfD2pb"" bets 1.00",2025-01-28T05:43:16.734Z,173804299673400
"River: 7♣, 3♠, 3♦, 8♠ [7♠]",2025-01-28T05:43:10.102Z,173804299010200
"""Henry @ eJe4ehUK15"" checks",2025-01-28T05:43:09.289Z,173804298928900
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T05:43:07.513Z,173804298751300
"Turn: 7♣, 3♠, 3♦ [8♠]",2025-01-28T05:43:05.807Z,173804298580700
"""Henry @ eJe4ehUK15"" checks",2025-01-28T05:43:04.988Z,173804298498800
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T05:43:02.630Z,173804298263000
"Flop:  [7♣, 3♠, 3♦]",2025-01-28T05:43:00.284Z,173804298028400
"""Henry @ eJe4ehUK15"" checks",2025-01-28T05:42:59.468Z,173804297946800
"""Zaleu @ sN5xMfD2pb"" calls 0.10",2025-01-28T05:42:57.903Z,173804297790300
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T05:42:56.368Z,173804297636800
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T05:42:54.940Z,173804297494000
"""Misha @ Kvjues6h6A"" folds",2025-01-28T05:42:54.035Z,173804297403500
"""Henry @ eJe4ehUK15"" posts a big blind of 0.10",2025-01-28T05:42:52.155Z,173804297215508
"""Zaleu @ sN5xMfD2pb"" posts a small blind of 0.05",2025-01-28T05:42:52.155Z,173804297215507
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (15.73) | #3 ""DeezLouiz @ AkoTA5kmtN"" (13.60) | #4 ""Los @ ZxB8Ml7CpM"" (9.75) | #7 ""Zaleu @ sN5xMfD2pb"" (8.26) | #10 ""Henry @ eJe4ehUK15"" (12.66)",2025-01-28T05:42:52.155Z,173804297215501
"-- starting hand #110 (id: y3cz8beigodw)  (No Limit Texas Hold'em) (dealer: ""Los @ ZxB8Ml7CpM"") --",2025-01-28T05:42:52.155Z,173804297215500
"""Los @ ZxB8Ml7CpM"" shows a 9♦.",2025-01-28T05:42:49.245Z,173804296924500
"-- ending hand #109 --",2025-01-28T05:42:48.530Z,173804296853002
"""Zaleu @ sN5xMfD2pb"" collected 0.35 from pot",2025-01-28T05:42:48.530Z,173804296853001
"Uncalled bet of 0.35 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T05:42:48.530Z,173804296853000
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T05:42:47.697Z,173804296769700
"""Henry @ eJe4ehUK15"" folds",2025-01-28T05:42:46.783Z,173804296678300
"""Zaleu @ sN5xMfD2pb"" bets 0.35",2025-01-28T05:42:45.668Z,173804296566800
"River: 10♠, 9♣, 4♣, 3♥ [4♠]",2025-01-28T05:42:40.027Z,173804296002700
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T05:42:39.144Z,173804295914400
"""Henry @ eJe4ehUK15"" checks",2025-01-28T05:42:38.258Z,173804295825800
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T05:42:36.684Z,173804295668400
"Turn: 10♠, 9♣, 4♣ [3♥]",2025-01-28T05:42:34.189Z,173804295418900
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T05:42:33.367Z,173804295336700
"""Henry @ eJe4ehUK15"" checks",2025-01-28T05:42:32.517Z,173804295251700
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T05:42:29.904Z,173804294990400
"Flop:  [10♠, 9♣, 4♣]",2025-01-28T05:42:27.868Z,173804294786800
"""Zaleu @ sN5xMfD2pb"" checks",2025-01-28T05:42:27.036Z,173804294703600
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T05:42:25.823Z,173804294582300
"""DeezLouiz @ AkoTA5kmtN"" calls 0.10",2025-01-28T05:42:24.923Z,173804294492300
"""Misha @ Kvjues6h6A"" folds",2025-01-28T05:42:23.846Z,173804294384600
"""Henry @ eJe4ehUK15"" calls 0.10",2025-01-28T05:42:21.707Z,173804294170700
"""Zaleu @ sN5xMfD2pb"" posts a big blind of 0.10",2025-01-28T05:42:18.949Z,173804293894908
"""Los @ ZxB8Ml7CpM"" posts a small blind of 0.05",2025-01-28T05:42:18.949Z,173804293894907
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (15.73) | #3 ""DeezLouiz @ AkoTA5kmtN"" (13.70) | #4 ""Los @ ZxB8Ml7CpM"" (9.80) | #7 ""Zaleu @ sN5xMfD2pb"" (8.01) | #10 ""Henry @ eJe4ehUK15"" (12.76)",2025-01-28T05:42:18.949Z,173804293894901
"-- starting hand #109 (id: vmymplg9srhh)  (No Limit Texas Hold'em) (dealer: ""DeezLouiz @ AkoTA5kmtN"") --",2025-01-28T05:42:18.949Z,173804293894900
"-- ending hand #108 --",2025-01-28T05:42:15.997Z,173804293599702
"""Zaleu @ sN5xMfD2pb"" collected 1.05 from pot",2025-01-28T05:42:15.997Z,173804293599701
"Uncalled bet of 0.52 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T05:42:15.997Z,173804293599700
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T05:42:15.189Z,173804293518900
"""Zaleu @ sN5xMfD2pb"" bets 0.52",2025-01-28T05:42:14.034Z,173804293403400
"""Los @ ZxB8Ml7CpM"" checks",2025-01-28T05:42:10.679Z,173804293067900
"River: Q♥, 8♠, Q♣, 5♦ [3♠]",2025-01-28T05:42:08.882Z,173804292888200
"""Zaleu @ sN5xMfD2pb"" calls 0.10",2025-01-28T05:42:08.043Z,173804292804300
"""Los @ ZxB8Ml7CpM"" bets 0.10",2025-01-28T05:42:07.156Z,173804292715600
"Turn: Q♥, 8♠, Q♣ [5♦]",2025-01-28T05:42:04.465Z,173804292446500
"""Zaleu @ sN5xMfD2pb"" calls 0.10",2025-01-28T05:42:03.586Z,173804292358600
"""Los @ ZxB8Ml7CpM"" bets 0.10",2025-01-28T05:42:02.352Z,173804292235200
"Flop:  [Q♥, 8♠, Q♣]",2025-01-28T05:41:59.729Z,173804291972900
"""Los @ ZxB8Ml7CpM"" calls 0.30",2025-01-28T05:41:58.920Z,173804291892000
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T05:41:57.159Z,173804291715900
"""Misha @ Kvjues6h6A"" folds",2025-01-28T05:41:56.304Z,173804291630400
"""Henry @ eJe4ehUK15"" folds",2025-01-28T05:41:54.306Z,173804291430600
"""Zaleu @ sN5xMfD2pb"" raises to 0.30",2025-01-28T05:41:53.325Z,173804291332500
"""Los @ ZxB8Ml7CpM"" posts a big blind of 0.10",2025-01-28T05:41:49.651Z,173804290965108
"""DeezLouiz @ AkoTA5kmtN"" posts a small blind of 0.05",2025-01-28T05:41:49.651Z,173804290965107
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (15.73) | #3 ""DeezLouiz @ AkoTA5kmtN"" (13.75) | #4 ""Los @ ZxB8Ml7CpM"" (10.30) | #7 ""Zaleu @ sN5xMfD2pb"" (7.46) | #10 ""Henry @ eJe4ehUK15"" (12.76)",2025-01-28T05:41:49.651Z,173804290965101
"-- starting hand #108 (id: j27q7tmyuu07)  (No Limit Texas Hold'em) (dealer: ""Misha @ Kvjues6h6A"") --",2025-01-28T05:41:49.651Z,173804290965100
"""Misha @ Kvjues6h6A"" shows a 8♥, 9♠.",2025-01-28T05:41:47.165Z,173804290716500
"-- ending hand #107 --",2025-01-28T05:41:45.998Z,173804290599802
"""Misha @ Kvjues6h6A"" collected 0.30 from pot",2025-01-28T05:41:45.998Z,173804290599801
"Uncalled bet of 0.30 returned to ""Misha @ Kvjues6h6A""",2025-01-28T05:41:45.998Z,173804290599800
"""Henry @ eJe4ehUK15"" folds",2025-01-28T05:41:45.114Z,173804290511400
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T05:41:43.726Z,173804290372600
"""Misha @ Kvjues6h6A"" bets 0.30",2025-01-28T05:41:42.341Z,173804290234100
"Flop:  [5♠, A♠, K♣]",2025-01-28T05:41:38.483Z,173804289848300
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T05:41:37.661Z,173804289766100
"""Misha @ Kvjues6h6A"" calls 0.10",2025-01-28T05:41:36.781Z,173804289678100
"""Henry @ eJe4ehUK15"" calls 0.10",2025-01-28T05:41:35.486Z,173804289548600
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T05:41:33.693Z,173804289369300
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T05:41:32.805Z,173804289280500
"""DeezLouiz @ AkoTA5kmtN"" posts a big blind of 0.10",2025-01-28T05:41:31.870Z,173804289187008
"""Misha @ Kvjues6h6A"" posts a small blind of 0.05",2025-01-28T05:41:31.870Z,173804289187007
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (15.53) | #3 ""DeezLouiz @ AkoTA5kmtN"" (13.85) | #4 ""Los @ ZxB8Ml7CpM"" (10.30) | #7 ""Zaleu @ sN5xMfD2pb"" (7.46) | #10 ""Henry @ eJe4ehUK15"" (12.86)",2025-01-28T05:41:31.870Z,173804289187001
"-- starting hand #107 (id: bgfgyefploue)  (No Limit Texas Hold'em) (dealer: ""Henry @ eJe4ehUK15"") --",2025-01-28T05:41:31.870Z,173804289187000
"""DeezLouiz @ AkoTA5kmtN"" shows a 3♦, 7♦.",2025-01-28T05:41:29.320Z,173804288932000
"-- ending hand #106 --",2025-01-28T05:41:28.232Z,173804288823202
"""Los @ ZxB8Ml7CpM"" collected 0.75 from pot",2025-01-28T05:41:28.232Z,173804288823201
"Uncalled bet of 0.66 returned to ""Los @ ZxB8Ml7CpM""",2025-01-28T05:41:28.232Z,173804288823200
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T05:41:27.396Z,173804288739600
"""Los @ ZxB8Ml7CpM"" bets 0.66",2025-01-28T05:41:26.472Z,173804288647200
"""DeezLouiz @ AkoTA5kmtN"" checks",2025-01-28T05:41:19.410Z,173804287941000
"Flop:  [2♠, 5♣, 10♦]",2025-01-28T05:41:17.004Z,173804287700400
"""DeezLouiz @ AkoTA5kmtN"" calls 0.30",2025-01-28T05:41:16.162Z,173804287616200
"""Misha @ Kvjues6h6A"" folds",2025-01-28T05:41:15.261Z,173804287526100
"""Henry @ eJe4ehUK15"" folds",2025-01-28T05:41:12.406Z,173804287240600
"""Zaleu @ sN5xMfD2pb"" folds",2025-01-28T05:41:11.438Z,173804287143800
"""Los @ ZxB8Ml7CpM"" raises to 0.30",2025-01-28T05:41:10.508Z,173804287050800
"""DeezLouiz @ AkoTA5kmtN"" calls 0.10",2025-01-28T05:41:08.185Z,173804286818500
"""Misha @ Kvjues6h6A"" posts a big blind of 0.10",2025-01-28T05:41:04.776Z,173804286477608
"""Henry @ eJe4ehUK15"" posts a small blind of 0.05",2025-01-28T05:41:04.776Z,173804286477607
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (15.63) | #3 ""DeezLouiz @ AkoTA5kmtN"" (14.15) | #4 ""Los @ ZxB8Ml7CpM"" (9.85) | #7 ""Zaleu @ sN5xMfD2pb"" (7.46) | #10 ""Henry @ eJe4ehUK15"" (12.91)",2025-01-28T05:41:04.776Z,173804286477601
"-- starting hand #106 (id: p04afypjc0ys)  (No Limit Texas Hold'em) (dealer: ""Zaleu @ sN5xMfD2pb"") --",2025-01-28T05:41:04.776Z,173804286477600
"-- ending hand #105 --",2025-01-28T05:41:01.841Z,173804286184102
"""Zaleu @ sN5xMfD2pb"" collected 0.30 from pot",2025-01-28T05:41:01.841Z,173804286184101
"Uncalled bet of 0.22 returned to ""Zaleu @ sN5xMfD2pb""",2025-01-28T05:41:01.841Z,173804286184100
"""Los @ ZxB8Ml7CpM"" folds",2025-01-28T05:41:01.015Z,173804286101500
"""Henry @ eJe4ehUK15"" folds",2025-01-28T05:41:00.099Z,173804286009900
"""Zaleu @ sN5xMfD2pb"" bets 0.22",2025-01-28T05:40:58.915Z,173804285891500
"Flop:  [3♠, 2♦, 7♠]",2025-01-28T05:40:55.390Z,173804285539000
"""Henry @ eJe4ehUK15"" checks",2025-01-28T05:40:54.554Z,173804285455400
"""Zaleu @ sN5xMfD2pb"" calls 0.10",2025-01-28T05:40:52.129Z,173804285212900
"""Los @ ZxB8Ml7CpM"" calls 0.10",2025-01-28T05:40:50.260Z,173804285026000
"""DeezLouiz @ AkoTA5kmtN"" folds",2025-01-28T05:40:48.949Z,173804284894900
"""Misha @ Kvjues6h6A"" folds",2025-01-28T05:40:48.058Z,173804284805800
"""Henry @ eJe4ehUK15"" posts a big blind of 0.10",2025-01-28T05:40:45.234Z,173804284523408
"""Zaleu @ sN5xMfD2pb"" posts a small blind of 0.05",2025-01-28T05:40:45.234Z,173804284523407
"Player stacks: #1 ""Misha @ Kvjues6h6A"" (15.63) | #3 ""DeezLouiz @ AkoTA5kmtN"" (14.15) | #4 ""Los @ ZxB8Ml7CpM"" (9.95) | #7 ""Zaleu @ sN5xMfD2pb"" (7.26) | #10 ""Henry @ eJe4ehUK15"" (13.01)",2025-01-28T05:40:45.234Z,173804284523401
"-- starting hand #105 (id: syyjsm3mucbg)  (No Limit Texas Hold'em) (dealer: ""Los @ ZxB8Ml7CpM"") --",2025-01-28T05:40:45.234Z,173804284523400
"""Los @ ZxB8Ml7CpM"" shows a 4♠, 10♥.",2025-01-28T05:40:41.982Z,173804284198200
"-- ending hand #104 --",2025-01-28T05:40:41.627Z,173804284162702
"""Los @ ZxB8Ml7CpM"" collected 1.60 from pot",2025-01-28T05:40:41.627Z,173804284162701
"Uncalled bet of 0.80 returned to ""Los @ ZxB8Ml7CpM""",2025-01-28T05:40:41.627Z,173804284162700
